Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Fraction 2	Fraction 3	Fraction 4	Fraction 5	Fraction 6	Fraction 7	Fraction 8	Q-value	Score	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity corrected 10	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity 10	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity count 7	Reporter intensity count 8	Reporter intensity count 9	Reporter intensity count 10	Intensity	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions	Taxonomy IDs
Q9D1J1	Q9D1J1	1	1	1	Adaptin ear-binding coat-associated protein 2	Necap2	sp|Q9D1J1|NECP2_MOUSE Adaptin ear-binding coat-associated protein 2 OS=Mus musculus OX=10090 GN=Necap2 PE=1 SV=1	1	1	1	1	7.1	7.1	7.1	28.598	266	266	5					1				0	3.2286	750710	325360	729130	368440	295250	249990	0	302810	312400	422420	707690	304600	736820	369160	314820	263700	22080	313650	291820	403370	1	1	1	1	1	1	0	1	1	1	133230000	1				1984	1422	TRUE	1527	4073	4272	4272			-1
Q9D1J3	Q9D1J3	1	1	1	SAP domain-containing ribonucleoprotein	Sarnp	sp|Q9D1J3|SARNP_MOUSE SAP domain-containing ribonucleoprotein OS=Mus musculus OX=10090 GN=Sarnp PE=1 SV=3	1	1	1	1	4.3	4.3	4.3	23.532	210	210	2		1							0.00046296	2.1827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				1985	58	TRUE	61	124	121	121			-1
Q9D1K2	Q9D1K2	1	1	1	V-type proton ATPase subunit F	Atp6v1f	sp|Q9D1K2|VATF_MOUSE V-type proton ATPase subunit F OS=Mus musculus OX=10090 GN=Atp6v1f PE=1 SV=2	1	1	1	1	10.1	10.1	10.1	13.37	119	119	1	1								0	32.559	2752500	1185900	2374000	1331100	1315700	1350100	28324	1032500	1267500	1699900	2593000	1110200	2423700	1341900	1356300	1366900	136770	1105500	1185700	1616600	1	1	1	1	1	1	1	1	1	1	188280000	1				1986	2651	TRUE	2840	7566	7933	7933			-1
Q9D1K7	Q9D1K7	2	2	2	UPF0687 protein C20orf27 homolog		sp|Q9D1K7|CT027_MOUSE UPF0687 protein C20orf27 homolog OS=Mus musculus OX=10090 PE=1 SV=3	1	2	2	2	13.8	13.8	13.8	19.476	174	174	2.6	2	2					1		0	123.92	16885000	8086200	15625000	10981000	10113000	7486200	81787	8017000	8681400	11172000	15912000	7585700	15897000	10885000	10278000	7865900	885340	8353000	8116300	10668000	5	5	5	5	5	5	4	5	5	5	943830000	5				1987	3733;8765	True;True	3980;9293	10469;24106;24107;24108;24109	11002;25254;25255;25256;25257	11002;25255			-1
Q9D1L0	Q9D1L0	2	2	2	Coiled-coil-helix-coiled-coil-helix domain-containing protein 2	Chchd2	sp|Q9D1L0|CHCH2_MOUSE Coiled-coil-helix-coiled-coil-helix domain-containing protein 2 OS=Mus musculus OX=10090 GN=Chchd2 PE=2 SV=1	1	2	2	2	22.2	22.2	22.2	15.661	153	153	3.67		1	2	2		1			0	25.983	40442000	18387000	37556000	21217000	20080000	15878000	68680	13109000	22578000	27239000	38114000	17218000	38136000	21257000	20760000	16450000	1738600	14185000	21100000	25783000	6	6	6	6	6	6	2	6	6	6	1692900000	6				1988	7949;10895	True;True	8424;11648	21764;21765;30006;30007;30008;30009	22717;22718;22719;31310;31311;31312	22719;31310			-1
Q9D1L9	Q9D1L9	1	1	1	Ragulator complex protein LAMTOR5	Lamtor5	sp|Q9D1L9|LTOR5_MOUSE Ragulator complex protein LAMTOR5 OS=Mus musculus OX=10090 GN=Lamtor5 PE=1 SV=1	1	1	1	1	22	22	22	9.6418	91	91	7.5							1	1	0	36.117	3221000	2278000	4197000	2872700	2645500	3092500	13666	2697300	2811400	4348600	3042400	2135200	4186200	2878500	2693900	3128500	214960	2859900	2626900	4137600	2	2	2	2	2	2	1	2	2	2	1568000000	2				1989	5713	TRUE	6067	16011;16012	16752;16753	16752			-1
Q9D1N9;Q9D1N9-2	Q9D1N9;Q9D1N9-2	2;1	2;1	2;1	"39S ribosomal protein L21, mitochondrial"	Mrpl21	"sp|Q9D1N9|RM21_MOUSE 39S ribosomal protein L21, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl21 PE=1 SV=1;sp|Q9D1N9-2|RM21_MOUSE Isoform 2 of 39S ribosomal protein L21, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl21"	2	2	2	2	10.5	10.5	10.5	23.366	209	209;216	6				1	1		1	1	0	6.4023	6352000	4753500	7669300	4130000	4113500	3585400	41470	3922800	3862300	5931000	5996400	4439900	7668200	4232200	4252600	3698300	377390	4096400	3611000	5651900	3	3	3	3	3	3	2	3	3	3	558810000	3				1990	6687;13814	True;True	7093;14755	18642;18643;38058;38059	19449;19450;39539	19450;39539			-1;-1
Q9D1P0	Q9D1P0	3	3	3	"39S ribosomal protein L13, mitochondrial"	Mrpl13	"sp|Q9D1P0|RM13_MOUSE 39S ribosomal protein L13, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl13 PE=1 SV=1"	1	3	3	3	20.8	20.8	20.8	20.677	178	178	3		2	1		1				0	39.321	8661600	7727200	12782000	8988700	8575000	6460200	135190	7204600	7171600	10504000	8189800	7236300	12685000	8996800	8691700	6764700	810350	7506700	6707400	10019000	6	6	6	6	6	6	6	6	6	6	688250000	6				1991	7857;11106;14349	True;True;True	8327;11868;15330	21515;30518;30519;39585	22470;31812;31813;31814;31815;41171	22470;31812;41171			-1
Q9D1Q6	Q9D1Q6	3	3	3	Endoplasmic reticulum resident protein 44	Erp44	sp|Q9D1Q6|ERP44_MOUSE Endoplasmic reticulum resident protein 44 OS=Mus musculus OX=10090 GN=Erp44 PE=1 SV=1	1	3	3	3	9.1	9.1	9.1	46.852	406	406	5.43		1	1		1	1	2	1	0	17.371	11068000	8232400	13525000	9730300	8424300	9200700	38236	8595800	8936600	12194000	10449000	7710700	13532000	9766300	8588800	9397200	744810	9020500	8352500	11639000	5	5	5	5	5	5	4	5	5	5	1145700000	5				1992	847;5704;11944	True;True;True	898;6058;12764	2414;2415;2416;2417;15991;32913;32914	2569;2570;2571;16733;34224	2571;16733;34224			-1
Q9D1R1	Q9D1R1	1	1	1	"Complex I assembly factor TMEM126B, mitochondrial"	Tmem126b	"sp|Q9D1R1|T126B_MOUSE Complex I assembly factor TMEM126B, mitochondrial OS=Mus musculus OX=10090 GN=Tmem126b PE=1 SV=1"	1	1	1	1	6.1	6.1	6.1	25.444	230	230	7							1		0	5.5912	1858600	649090	1568200	676930	903840	390200	4817.2	271020	313180	426530	1750700	607210	1604000	680840	927950	412720	62489	292270	292870	406070	1	1	1	1	1	1	1	1	1	1	103280000	1				1993	8202	TRUE	8692	22472	23499	23499			-1
Q9D1R9	Q9D1R9	3	3	3	60S ribosomal protein L34	Rpl34	sp|Q9D1R9|RL34_MOUSE 60S ribosomal protein L34 OS=Mus musculus OX=10090 GN=Rpl34 PE=1 SV=2	1	3	3	3	13.7	13.7	13.7	13.293	117	117	5				2	1		1		0	10.255	22413000	2496500	19161000	5360800	9716200	12550000	237970	9055100	4398500	15071000	21114000	2357300	19561000	5356600	10105000	12249000	879360	9372800	4119400	14330000	3	2	3	3	3	3	3	2	3	3	2074200000	3				1994	477;7221;10878	True;True;True	504;7662;11627	1328;20071;20072;29956	1380;20942;31261	1380;20942;31261			-1
Q9D1X0	Q9D1X0	4	4	4	Nucleolar protein 3	Nol3	sp|Q9D1X0|NOL3_MOUSE Nucleolar protein 3 OS=Mus musculus OX=10090 GN=Nol3 PE=1 SV=1	1	4	4	4	20	20	20	24.567	220	220	4.4		1	2			1		1	0	124.06	13615000	8324300	13170000	7670500	8822800	8480700	183480	6558200	7200700	11061000	12834000	7778700	13364000	7853700	8944400	8544200	848130	7024000	6735500	10514000	4	4	4	4	4	4	3	4	4	4	953430000	5				1995	5830;5831;8695;9890	True;True;True;True	6190;6191;9218;10554	16352;16353;16354;23886;27365	17097;17098;17099;25009;28566	17097;17099;25009;28566			-1
Q9D273;Q9D273-2	Q9D273;Q9D273-2	2;1	2;1	2;1	"Cob(I)yrinic acid a,c-diamide adenosyltransferase, mitochondrial"	Mmab	sp|Q9D273|MMAB_MOUSE Corrinoid adenosyltransferase OS=Mus musculus OX=10090 GN=Mmab PE=1 SV=1;sp|Q9D273-2|MMAB_MOUSE Isoform 2 of Corrinoid adenosyltransferase OS=Mus musculus OX=10090 GN=Mmab	2	2	2	2	8.4	8.4	8.4	26.273	237	237;257	4.6		1	1		1	1	1		0	10.791	14410000	9791100	16169000	11359000	10471000	9723400	20459	9734600	10615000	15383000	13596000	9168900	16257000	11397000	10638000	10016000	846800	10237000	9919100	14644000	4	4	4	4	4	4	2	4	4	4	719720000	4				1996	4762;9166	True;True	5068;9719	13298;13299;13300;25251;25252	13952;13953;13954;26450	13952;26450			-1;-1
Q9D289	Q9D289	1	1	1	Trafficking protein particle complex subunit 6B	Trappc6b	sp|Q9D289|TPC6B_MOUSE Trafficking protein particle complex subunit 6B OS=Mus musculus OX=10090 GN=Trappc6b PE=1 SV=1	1	1	1	1	5.7	5.7	5.7	17.936	158	158	5					1				0.00045998	2.1146	2372300	712360	1752400	853630	918210	228290	0	210960	216820	295200	2233200	667310	1809700	846380	951220	271650	53918	223070	202560	281870	1	1	1	1	1	1	0	1	1	1	80701000	1				1997	2182	TRUE	2332	6193	6494	6494			-1
Q9D2G2;Q9D2G2-2	Q9D2G2;Q9D2G2-2	18;10	18;10	18;10	"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial"	Dlst	"sp|Q9D2G2|ODO2_MOUSE Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial OS=Mus musculus OX=10090 GN=Dlst PE=1 SV=1;sp|Q9D2G2-2|ODO2_MOUSE Isoform 2 of Dihydrolipoyllysine-residue succinyltransfe"	2	18	18	18	50	50	50	48.994	454	454;201	3.93	9	13	13	11	8	9	5	5	0	323.31	1040500000	365060000	1146400000	478830000	498800000	380640000	5064900	403300000	463890000	635020000	981590000	342260000	1150200000	476290000	526260000	394820000	43109000	421880000	433620000	604550000	92	90	92	91	91	92	60	91	92	92	1.7549E+11	92				1998	191;403;824;1434;2765;2882;2904;2905;5308;8248;10029;10030;10258;10381;12572;13236;13237;13274	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	204;428;429;875;1540;2959;3084;3085;3086;3109;3110;5632;8740;8741;10730;10731;10977;10978;11108;13426;14138;14139;14179;14180	530;531;1137;1138;1139;1140;1141;1142;1143;2348;2349;2350;2351;2352;2353;4105;4106;4107;4108;4109;4110;7850;8198;8199;8200;8201;8202;8203;8204;8205;8206;8258;8259;8260;8261;14866;14867;14868;14869;22621;22622;22623;22624;27868;27869;27870;27871;27872;28448;28449;28450;28451;28452;28453;28454;28734;28735;34522;34523;36484;36485;36486;36487;36488;36489;36490;36491;36579;36580;36581;36582;36583;36584	559;1174;1175;1176;1177;1178;1179;1180;1181;1182;1183;1184;1185;2502;2503;2504;4302;4303;4304;4305;4306;4307;4308;8237;8627;8628;8629;8630;8631;8632;8633;8634;8635;8636;8696;8697;8698;8699;15587;15588;15589;15590;15591;15592;23658;23659;23660;23661;23662;29073;29074;29075;29076;29077;29078;29079;29080;29668;29669;29670;29671;29672;29673;29674;29675;29676;29970;29971;29972;35857;35858;37908;37909;37910;37911;37912;37913;37914;37915;37916;37917;38008;38009;38010;38011;38012;38013;38014;38015;38016;38017;38018	559;1180;2503;4305;8237;8636;8696;8697;15591;23660;29075;29079;29673;29970;35857;37912;37915;38010	1036;1037;1038;1039;1040;1041;1042;1043	185;248;257;263;282;339;416;417	-1;-1
Q9D2R0	Q9D2R0	8	8	8	Acetoacetyl-CoA synthetase	Aacs	sp|Q9D2R0|AACS_MOUSE Acetoacetyl-CoA synthetase OS=Mus musculus OX=10090 GN=Aacs PE=1 SV=1	1	8	8	8	9.7	9.7	9.7	75.199	672	672	4.85	1	1	2	1	1	4	3		0	81.373	50071000	21919000	33737000	17511000	15709000	12246000	215330	22385000	22391000	30055000	47117000	20460000	35086000	18024000	16484000	13082000	1723000	22787000	20933000	28730000	10	10	10	10	10	10	7	10	10	10	2681500000	11				1999	1372;2293;4421;4422;4941;13085;14232;14433	True;True;True;True;True;True;True;True	1476;2451;4715;4716;5255;13977;15204;15419	3955;6516;6517;12418;12419;12420;13823;13824;13825;35959;39264;39780;39781	4160;6822;13058;13059;14521;14522;14523;37353;40828;41374;41375	4160;6822;13058;13059;14522;37353;40828;41375			-1
Q9D2R6	Q9D2R6	4	4	4	"Cytochrome c oxidase assembly factor 3 homolog, mitochondrial"	Coa3	"sp|Q9D2R6|COA3_MOUSE Cytochrome c oxidase assembly factor 3 homolog, mitochondrial OS=Mus musculus OX=10090 GN=Coa3 PE=1 SV=1"	1	4	4	4	38	38	38	11.987	108	108	2.78	1	3	3	1	1				0	15.375	39260000	11695000	25167000	13886000	14448000	10822000	94123	8611500	11091000	15034000	36937000	10954000	26333000	13894000	14838000	11167000	1193600	9235700	10368000	14279000	5	5	5	5	5	5	4	5	5	5	1735000000	7				2000	134;4123;9355;10830	True;True;True;True	145;4399;9920;11578	383;384;11597;25745;25746;29846;29847;29848;29849	405;406;12201;26957;26958;31150;31151	405;12201;26957;31150			-1
Q9D2R8	Q9D2R8	1	1	1	"28S ribosomal protein S33, mitochondrial"	Mrps33	"sp|Q9D2R8|RT33_MOUSE 28S ribosomal protein S33, mitochondrial OS=Mus musculus OX=10090 GN=Mrps33 PE=1 SV=1"	1	1	1	1	11.3	11.3	11.3	12.459	106	106	2		1							0.0026798	1.777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				2001	14264	TRUE	15243	39375	40952	40952			-1
Q9D2V7	Q9D2V7	1	1	1	Coronin-7	Coro7	sp|Q9D2V7|CORO7_MOUSE Coronin-7 OS=Mus musculus OX=10090 GN=Coro7 PE=1 SV=2	1	1	1	1	1.8	1.8	1.8	100.81	922	922	5					1				0.0013575	1.9085	604250	2056700	609720	854280	932720	848880	10904	252120	553590	672840	569750	1913200	624900	955790	902770	850060	77378	308280	517770	634310	1	1	1	1	1	1	1	1	1	1	34252000	1				2002	8758	TRUE	9284	24087	25235	25235			-1
Q9D338	Q9D338	3	3	3	"39S ribosomal protein L19, mitochondrial"	Mrpl19	"sp|Q9D338|RM19_MOUSE 39S ribosomal protein L19, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl19 PE=1 SV=1"	1	3	3	3	11.6	11.6	11.6	33.578	292	292	5.43				2	3		1	1	0	83.634	8074300	4778100	13966000	5679400	5689000	4122400	134460	4414400	4392500	6178300	7646100	4475600	13718000	5677600	6066500	4308300	568040	4599300	4110100	5899300	5	5	5	5	5	5	5	5	5	5	1710900000	5				2003	11103;11377;13711	True;True;True	11865;12154;14641	30514;30515;31219;37770;37771;37772;37773	31808;31809;32496;39250;39251	31809;32496;39250			-1
Q9D358-2;Q9D358	Q9D358-2;Q9D358	3;2	3;2	3;2	Low molecular weight phosphotyrosine protein phosphatase	Acp1	sp|Q9D358-2|PPAC_MOUSE Isoform 2 of Low molecular weight phosphotyrosine protein phosphatase OS=Mus musculus OX=10090 GN=Acp1;sp|Q9D358|PPAC_MOUSE Low molecular weight phosphotyrosine protein phosphatase OS=Mus musculus OX=10090 GN=Acp1 PE=1 SV=3	2	3	3	3	28.5	28.5	28.5	17.941	158	158;158	6.5					1	2	2	1	0	7.0211	26730000	12742000	27512000	13940000	13660000	9250300	54687	9068100	10429000	12575000	25207000	11925000	27740000	13995000	14231000	9720800	1081600	9491600	9747300	12010000	4	4	4	4	4	4	2	4	4	4	1389000000	4				2004	11981;12228;13993	True;True;True	12803;13065;14951	32999;33000;33636;33637;33638;38591	34304;34940;34941;40137	34304;34940;40137			-1;-1
Q9D379	Q9D379	8	8	8	Epoxide hydrolase 1	Ephx1	sp|Q9D379|HYEP_MOUSE Epoxide hydrolase 1 OS=Mus musculus OX=10090 GN=Ephx1 PE=1 SV=2	1	8	8	8	20	20	20	52.576	455	455	4.4	2	1			5		1	1	0	22.808	17774000	10026000	17208000	17591000	14736000	11513000	198790	8039100	8704700	11626000	16755000	9438800	17509000	17214000	14676000	12028000	1246000	8622100	8142600	11091000	8	8	8	8	8	8	8	8	8	8	1660900000	9				2005	2372;4085;5190;7364;10120;10808;13350;13353	True;True;True;True;True;True;True;True	2533;4356;5512;7810;10827;11555;14257;14260	6706;6707;11458;14569;20410;28084;28085;29803;36761;36770	7023;12043;15293;21302;29289;29290;31096;38206;38214	7023;12043;15293;21302;29289;31096;38206;38214			-1
Q9D3B1	Q9D3B1	1	1	1	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 2	Hacd2	sp|Q9D3B1|HACD2_MOUSE Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 2 OS=Mus musculus OX=10090 GN=Hacd2 PE=1 SV=1	1	1	1	1	3.9	3.9	3.9	28.402	254	254	4				1					0.00046339	2.1887	1688600	1701000	2352700	2206400	1788900	1151100	39549	1756100	1785000	2344900	1595800	1594900	2343900	2186800	1796400	1255800	188880	1799500	1669600	2241800	1	1	1	1	1	1	1	1	1	1	214460000	1				2006	4	TRUE	4	4	6	6			-1
Q9D3D9	Q9D3D9	3	3	3	"ATP synthase subunit delta, mitochondrial"	Atp5d	"sp|Q9D3D9|ATPD_MOUSE ATP synthase subunit delta, mitochondrial OS=Mus musculus OX=10090 GN=Atp5f1d PE=1 SV=1"	1	3	3	3	17.3	17.3	17.3	17.6	168	168	2.83	1	1	2	2					0	303.48	41354000	17311000	39939000	31762000	26000000	17359000	122240	25439000	27078000	34171000	38982000	16309000	40521000	30968000	26409000	18816000	2242600	26111000	25307000	32664000	5	5	5	5	5	5	1	5	5	5	5644400000	5				2007	1368;1369;6372	True;True;True	1472;1473;6760	3948;3949;3950;3951;17776;17777	4155;4156;4157;18606;18607	4155;4156;18607			-1
Q9D3P8	Q9D3P8	1	1	1	Plasminogen receptor (KT)	Plgrkt	sp|Q9D3P8|PLRKT_MOUSE Plasminogen receptor (KT) OS=Mus musculus OX=10090 GN=Plgrkt PE=1 SV=1	1	1	1	1	6.8	6.8	6.8	17.261	147	147	6						1			0	8.0237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				2008	5199	TRUE	5521	14590	15311	15311			-1
Q9D404	Q9D404	6	6	6	"3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial"	Oxsm	"sp|Q9D404|OXSM_MOUSE 3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial OS=Mus musculus OX=10090 GN=Oxsm PE=1 SV=1"	1	6	6	6	20.3	20.3	20.3	48.627	459	459	4.92		1	1	2	4	2	2		0	92.571	13066000	6927200	15087000	7980400	7702100	4902100	86781	5674600	6290300	9262200	12330000	6486500	15115000	7978500	8002500	5211600	684650	5941100	5881700	8810300	8	8	8	8	8	8	6	8	8	8	1155300000	9				2009	4498;5412;5425;7818;10107;14028	True;True;True;True;True;True	4795;5750;5765;8286;10813;14987	12607;15196;15235;15236;15237;15238;15239;15240;21414;28044;38664;38665	13256;15924;15964;15965;15966;22371;29247;40208;40209	13256;15924;15966;22371;29247;40209			-1
Q9D517	Q9D517	8	8	8	1-acyl-sn-glycerol-3-phosphate acyltransferase gamma	Agpat3	sp|Q9D517|PLCC_MOUSE 1-acyl-sn-glycerol-3-phosphate acyltransferase gamma OS=Mus musculus OX=10090 GN=Agpat3 PE=1 SV=2	1	8	8	8	18.6	18.6	18.6	43.295	376	376	5.41	1	2	1		4	2	4	3	0	71.17	135510000	45777000	104240000	64867000	66314000	30390000	572400	28813000	33367000	47175000	127590000	42966000	107470000	63922000	67489000	33111000	4744400	30530000	31190000	44870000	18	18	18	18	18	18	13	18	18	18	7138300000	20				2010	4770;5204;5797;5798;8423;10210;10974;11136	True;True;True;True;True;True;True;True	5076;5526;6156;6157;8931;10927;11731;11899	13319;13320;14599;16247;16248;16249;16250;23169;28331;28332;30187;30188;30189;30190;30191;30585;30586	13976;15320;15321;16992;16993;16994;16995;24227;29540;29541;31482;31483;31484;31485;31486;31487;31488;31878;31879;31880	13976;15321;16993;16994;24227;29541;31485;31878			-1
Q9D554	Q9D554	3	3	3	Splicing factor 3A subunit 3	Sf3a3	sp|Q9D554|SF3A3_MOUSE Splicing factor 3A subunit 3 OS=Mus musculus OX=10090 GN=Sf3a3 PE=1 SV=2	1	3	3	3	10	10	10	58.841	501	501	3.25	1		1	1	1				0	175.03	3455100	3511200	4969100	3585000	3310400	3059400	62679	3015900	2934900	4301100	3266100	3284000	4936500	3627800	3357100	3150900	308110	3157300	2744400	4104800	5	5	5	5	5	5	3	5	5	5	370600000	5				2011	1397;2985;11434	True;True;True	1501;3192;12215	4013;8473;8474;31358	4210;4211;4212;8935;32625	4211;8935;32625			-1
Q9D5J6	Q9D5J6	1	1	1	Sedoheptulokinase	Shpk	sp|Q9D5J6|SHPK_MOUSE Sedoheptulokinase OS=Mus musculus OX=10090 GN=Shpk PE=1 SV=1	1	1	1	1	4.6	4.6	4.6	51.302	476	476	5					1				0	14.318	476740	446330	683180	315380	389940	265570	9685.5	317310	311580	464140	450660	416280	677840	329140	400880	275230	39709	329450	291550	442670	1	1	1	1	1	1	1	1	1	1	102210000	1				2012	103	TRUE	108	252	251	251			-1
Q9D5T0	Q9D5T0	3	3	3	ATPase family AAA domain-containing protein 1	Atad1	sp|Q9D5T0|ATAD1_MOUSE ATPase family AAA domain-containing protein 1 OS=Mus musculus OX=10090 GN=Atad1 PE=1 SV=1	1	3	3	3	12.7	12.7	12.7	40.744	361	361	4	1			1			1		0	48.996	4933500	3320700	5910500	3782300	3316600	2441200	77062	2787300	2911000	3922800	4657000	3109100	5914200	3786200	3414100	2582300	304520	2896900	2721900	3745100	3	3	3	3	3	3	2	3	3	3	639340000	3				2013	2655;3906;5825	True;True;True	2844;4164;6185	7575;10939;16346	7941;11500;17092	7941;11500;17092			-1
Q9D5V5	Q9D5V5	1	1	1	Cullin-5	Cul5	sp|Q9D5V5|CUL5_MOUSE Cullin-5 OS=Mus musculus OX=10090 GN=Cul5 PE=1 SV=3	1	1	1	1	1.5	1.5	1.5	90.973	780	780	4				1					0.0017889	1.7998	1978600	1274600	2450600	1535600	1553300	1093800	10808	1114200	1062700	1567900	1868100	1194100	2450600	1533500	1581400	1143400	126430	1164300	993560	1496800	1	1	1	1	1	1	1	1	1	1	132890000	1				2014	7921	TRUE	8395	21699	22644	22644			-1
Q9D662	Q9D662	2	1	1	Protein transport protein Sec23B	Sec23b	sp|Q9D662|SC23B_MOUSE Protein transport protein Sec23B OS=Mus musculus OX=10090 GN=Sec23b PE=1 SV=1	1	2	1	1	4.6	2.2	2.2	86.436	767	767	2		1							0	78.091	150230	140820	214260	153110	163280	121950	0	137680	166580	171070	142010	131780	213240	154120	163860	126690	0	142240	155680	163900	1	1	1	1	1	1	0	1	1	1	90366000	1				2015	1651;11975	True;False	1763;12796	4637;32989	4856;34294	4856;34294			-1
Q9D6J5	Q9D6J5	7	7	7	"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial"	Ndufb8	"sp|Q9D6J5|NDUB8_MOUSE NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial OS=Mus musculus OX=10090 GN=Ndufb8 PE=1 SV=1"	1	7	7	7	40.9	40.9	40.9	21.876	186	186	3.83	2	4	5	5	2	3	1	1	0	68.874	108840000	56809000	100660000	71140000	62023000	44948000	298280	54449000	58043000	84631000	102570000	53243000	102370000	70783000	63275000	47722000	4543000	56726000	54223000	80594000	29	29	29	29	29	29	13	29	29	29	18005000000	27				2016	2485;2538;3545;4795;10863;12017;13226	True;True;True;True;True;True;True	2665;2666;2721;3781;5104;11611;12839;14127;14128	7097;7098;7099;7100;7223;7224;10005;10006;13425;13426;13427;13428;29925;29926;29927;29928;33076;33077;33078;36463;36464;36465;36466	7422;7423;7424;7425;7558;7559;10516;14105;14106;14107;14108;14109;31228;31229;31230;31231;31232;34390;34391;34392;37884;37885;37886;37887;37888;37889;37890	7425;7559;10516;14108;31228;34390;37889	1044;1045	36;70	-1
Q9D6J6;Q9D6J6-2	Q9D6J6;Q9D6J6-2	13;9	13;9	13;9	"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial"	Ndufv2	"sp|Q9D6J6|NDUV2_MOUSE NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial OS=Mus musculus OX=10090 GN=Ndufv2 PE=1 SV=2;sp|Q9D6J6-2|NDUV2_MOUSE Isoform 2 of NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial OS=Mus musculus OX=10090 GN="	2	13	13	13	60.1	60.1	60.1	27.285	248	248;152	3.57	8	10	10	7	2	2	4	4	0	261.33	289160000	108820000	262200000	140460000	127950000	110900000	1413700	94574000	111160000	161450000	272480000	101940000	266490000	139880000	133560000	114490000	11211000	99937000	103920000	153420000	59	58	59	59	59	59	34	58	59	59	32411000000	60				2017	2254;2590;2634;3960;3961;5405;10304;10699;11040;13034;14326;14327;14647	True;True;True;True;True;True;True;True;True;True;True;True;True	2408;2774;2823;4221;4222;5743;11029;11440;11799;13923;15306;15307;15308;15650	6406;6407;6408;6409;6410;6411;6412;7360;7361;7362;7363;7503;7504;7505;7506;7507;7508;7509;11116;11117;11118;11119;15175;15176;15177;28586;28587;29544;29545;30360;30361;30362;35827;35828;35829;39526;39527;39528;39529;39530;39531;39532;39533;39534;40478;40479;40480	6709;6710;6711;6712;6713;6714;6715;7700;7701;7702;7703;7852;7853;7854;7855;7856;7857;7858;7859;7860;7861;7862;7863;7864;7865;7866;11695;11696;11697;11698;11699;15902;15903;15904;29811;29812;29813;29814;29815;30825;30826;31656;31657;31658;31659;37217;37218;37219;37220;41104;41105;41106;41107;41108;41109;41110;41111;42107;42108;42109	6709;7700;7862;11696;11698;15904;29811;30825;31659;37217;41106;41111;42107	1046	120	-1;-1
